 Nom Ville 	MAJ   	 Latitude 	 Longitude 
 Bancigny 	BANCIGNY   	49.8	4.016667
 Barbonval 	BARBONVAL   	49.35	3.666667
 Barenton-Bugny 	BARENTON BUGNY  	49.633333	3.65
 Barenton-Cel 	BARENTON CEL  	49.65	3.633333
 Barenton-sur-Serre 	BARENTON SUR SERRE 	49.666667	3.683333
 Barzy-en-Thiérache 	BARZY EN THIERACHE 	50.033333	3.75
 Barzy-sur-Marne 	BARZY SUR MARNE 	49.083333	3.55
 Bassoles-Aulers 	BASSOLES AULERS  	49.533333	3.383333
 Baulne-en-Brie 	BAULNE EN BRIE 	48.983333	3.616667
 Beaumé 	BEAUME   	49.833333	4.15
 Beaumont-en-Beine 	BEAUMONT EN BEINE 	49.7	3.133333
 Beaurevoir 	BEAUREVOIR   	50	3.3
 Beaurieux 	BEAURIEUX   	49.4	3.733333
 Beautor 	BEAUTOR   	49.65	3.333333
 Beauvois-en-Vermandois 	BEAUVOIS EN VERMANDOIS 	49.816667	3.1
 Belleau 	BELLEAU   	49.1	3.3
 Bellenglise 	BELLENGLISE   	49.916667	3.25
 Belleu 	BELLEU   	49.366667	3.333333
 Bellicourt 	BELLICOURT   	49.95	3.233333
 Benay 	BENAY   	49.75	3.316667
 Bergues-sur-Sambre 	BERGUES SUR SAMBRE 	50.033333	3.716667
 Berlise 	BERLISE   	49.666667	4.116667
 Bernot 	BERNOT   	49.866667	3.5
 Berny-Rivière 	BERNY RIVIERE  	49.416667	3.15
 Berrieux 	BERRIEUX   	49.483333	3.85
 Berry-au-Bac 	BERRY AU BAC 	49.4	3.9
 Bertaucourt-Épourdon 	BERTAUCOURT EPOURDON  	49.616667	3.383333
 Berthenicourt 	BERTHENICOURT   	49.766667	3.383333
 Bertricourt 	BERTRICOURT   	49.383333	4
 Berzy-le-Sec 	BERZY LE SEC 	49.333333	3.316667
 Besmé 	BESME   	49.533333	3.166667
 Besmont 	BESMONT   	49.833333	4.116667
 Besny-et-Loizy 	BESNY ET LOIZY 	49.6	3.583333
 Béthancourt-en-Vaux 	BETHANCOURT EN VAUX 	49.616667	3.15
 Beugneux 	BEUGNEUX   	49.233333	3.416667
 Beuvardes 	BEUVARDES   	49.15	3.483333
 Bézu-le-Guéry 	BEZU LE GUERY 	49.016667	3.233333
 Bézu-Saint-Germain 	BEZU SAINT GERMAIN 	49.1	3.4
 Bichancourt 	BICHANCOURT   	49.583333	3.216667
 Bieuxy 	BIEUXY   	49.45	3.266667
 Bièvres 	BIEVRES   	49.5	3.716667
 Billy-sur-Aisne 	BILLY SUR AISNE 	49.366667	3.383333
 Billy-sur-Ourcq 	BILLY SUR OURCQ 	49.216667	3.3
 Blanzy-lès-Fismes 	BLANZY LES FISMES 	49.333333	3.666667
 Blérancourt 	BLERANCOURT   	49.516667	3.15
 Blesmes 	BLESMES   	49.033333	3.45
 Bohain-en-Vermandois 	BOHAIN EN VERMANDOIS 	49.983333	3.45
 Bois-lès-Pargny 	BOIS LES PARGNY 	49.716667	3.65
 Boncourt 	BONCOURT   	49.616667	3.95
 Bonneil 	BONNEIL   	49	3.35
 Bonnesvalyn 	BONNESVALYN   	49.116667	3.316667
 Bony 	BONY   	49.983333	3.216667
 Bosmont-sur-Serre 	BOSMONT SUR SERRE 	49.733333	3.866667
 Boué 	BOUE   	50.016667	3.7
 Bouffignereux 	BOUFFIGNEREUX   	49.366667	3.85
 Bouresches 	BOURESCHES   	49.066667	3.3
 Bourg-et-Comin 	BOURG ET COMIN 	49.4	3.65
 Bourguignon-sous-Coucy 	BOURGUIGNON SOUS COUCY 	49.55	3.166667
 La Bouteille 	LA BOUTEILLE  	49.866667	3.966667
 Braine 	BRAINE   	49.333333	3.533333
 Brancourt-en-Laonnois 	BRANCOURT EN LAONNOIS 	49.516667	3.416667
 Brancourt-le-Grand 	BRANCOURT LE GRAND 	49.966667	3.383333
 Branges 	BRANGES   	49.266667	3.5
 Brasles 	BRASLES   	49.05	3.433333
 Braye-en-Laonnois 	BRAYE EN LAONNOIS 	49.433333	3.616667
 Braye-en-Thiérache 	BRAYE EN THIERACHE 	49.783333	3.966667
 Bray-Saint-Christophe 	BRAY SAINT CHRISTOPHE 	49.766667	3.15
 Braye 	BRAYE   	49.433333	3.366667
 Brécy 	BRECY   	49.15	3.433333
 Brenelle 	BRENELLE   	49.366667	3.533333
 Brény 	BRENY   	49.183333	3.35
 Brissay-Choigny 	BRISSAY CHOIGNY  	49.716667	3.366667
 Brumetz 	BRUMETZ   	49.1	3.15
 Brunehamel 	BRUNEHAMEL   	49.766667	4.183333
 Bruyères-sur-Fère 	BRUYERES SUR FERE 	49.183333	3.433333
 Bruyères-et-Montbérault 	BRUYERES ET MONTBERAULT 	49.516667	3.666667
 Bruys 	BRUYS   	49.266667	3.566667
 Bucilly 	BUCILLY   	49.883333	4.083333
 Bucy-le-Long 	BUCY LE LONG 	49.4	3.383333
 Bucy-lès-Cerny 	BUCY LES CERNY 	49.583333	3.516667
 Bucy-lès-Pierrepont 	BUCY LES PIERREPONT 	49.65	3.9
 Buire 	BUIRE   	49.9	4.05
 Buironfosse 	BUIRONFOSSE   	49.966667	3.833333
 Burelles 	BURELLES   	49.783333	3.9
 Bussiares 	BUSSIARES   	49.083333	3.25
 Buzancy 	BUZANCY   	49.316667	3.35
 Caillouël-Crépigny 	CAILLOUEL CREPIGNY  	49.616667	3.15
 Castres 	CASTRES   	49.8	3.233333
 Le Catelet 	LE CATELET  	50	3.25
 Caulaincourt 	CAULAINCOURT   	49.866667	3.1
 Caumont 	CAUMONT   	49.616667	3.183333
 Celles-lès-Condé 	CELLES LES CONDE 	49.016667	3.566667
 Celles-sur-Aisne 	CELLES SUR AISNE 	49.416667	3.483333
 Cerizy 	CERIZY   	49.75	3.333333
 Cerny-en-Laonnois 	CERNY EN LAONNOIS 	49.45	3.666667
 Cerny-lès-Bucy 	CERNY LES BUCY 	49.583333	3.533333
 Cerseuil 	CERSEUIL   	49.333333	3.516667
 Cessières 	CESSIERES   	49.566667	3.483333
 Chacrise 	CHACRISE   	49.3	3.4
 Chaillevois 	CHAILLEVOIS   	49.516667	3.516667
 Chalandry 	CHALANDRY   	49.683333	3.633333
 Chambry 	CHAMBRY   	49.6	3.65
 Chamouille 	CHAMOUILLE   	49.466667	3.666667
 Champs 	CHAMPS   	49.533333	3.25
 Chaourse 	CHAOURSE   	49.7	4
 La Chapelle-Monthodon 	LA CHAPELLE MONTHODON 	49.016667	3.633333
 La Chapelle-sur-Chézy 	LA CHAPELLE SUR CHEZY	48.95	3.383333
 Le Charmel 	LE CHARMEL  	49.116667	3.55
 Charmes 	CHARMES   	49.65	3.383333
 Chartèves 	CHARTEVES   	49.083333	3.5
 Chassemy 	CHASSEMY   	49.383333	3.5
 Château-Thierry 	CHATEAU THIERRY  	49.05	3.4
 Châtillon-lès-Sons 	CHATILLON LES SONS 	49.75	3.683333
 Châtillon-sur-Oise 	CHATILLON SUR OISE 	49.783333	3.4
 Chaudardes 	CHAUDARDES   	49.383333	3.783333
 Chaudun 	CHAUDUN   	49.316667	3.266667
 Chauny 	CHAUNY   	49.616667	3.216667
 Chavignon 	CHAVIGNON   	49.483333	3.516667
 Chavigny 	CHAVIGNY   	49.433333	3.3
 Chavonne 	CHAVONNE   	49.4	3.566667
 Chéret 	CHERET   	49.516667	3.683333
 Chermizy-Ailles 	CHERMIZY AILLES  	49.466667	3.733333
 Chéry-Chartreuve 	CHERY CHARTREUVE  	49.266667	3.616667
 Chéry-lès-Pouilly 	CHERY LES POUILLY 	49.65	3.6
 Chéry-lès-Rozoy 	CHERY LES ROZOY 	49.716667	4.083333
 Chevennes 	CHEVENNES   	49.816667	3.733333
 Chevregny 	CHEVREGNY   	49.466667	3.583333
 Chevresis-Monceau 	CHEVRESIS MONCEAU  	49.75	3.566667
 Chézy-en-Orxois 	CHEZY EN ORXOIS 	49.133333	3.183333
 Chézy-sur-Marne 	CHEZY SUR MARNE 	48.983333	3.366667
 Chierry 	CHIERRY   	49.033333	3.433333
 Chigny 	CHIGNY   	49.916667	3.766667
 Chivres-en-Laonnois 	CHIVRES EN LAONNOIS 	49.633333	3.85
 Chivres-Val 	CHIVRES VAL  	49.4	3.433333
 Chivy-lès-Étouvelles 	CHIVY LES ETOUVELLES 	49.516667	3.583333
 Chouy 	CHOUY   	49.2	3.25
 Cierges 	CIERGES   	49.166667	3.6
 Cilly 	CILLY   	49.733333	3.833333
 Ciry-Salsogne 	CIRY SALSOGNE  	49.366667	3.466667
 Clacy-et-Thierret 	CLACY ET THIERRET 	49.55	3.566667
 Clairfontaine 	CLAIRFONTAINE   	49.983333	3.983333
 Clamecy 	CLAMECY   	49.433333	3.366667
 Clastres 	CLASTRES   	49.733333	3.233333
 Clermont-les-Fermes 	CLERMONT LES FERMES 	49.666667	3.95
 Coeuvres-et-Valsery 	COEUVRES ET VALSERY 	49.333333	3.15
 Cohan 	COHAN   	49.216667	3.65
 Coincy 	COINCY   	49.166667	3.416667
 Coingt 	COINGT   	49.783333	4.083333
 Colligis-Crandelain 	COLLIGIS CRANDELAIN  	49.483333	3.65
 Colonfay 	COLONFAY   	49.85	3.7
 Commenchon 	COMMENCHON   	49.633333	3.166667
 Concevreux 	CONCEVREUX   	49.383333	3.783333
 Condé-en-Brie 	CONDE EN BRIE 	49	3.55
 Condé-sur-Aisne 	CONDE SUR AISNE 	49.4	3.45
 Condé-sur-Suippe 	CONDE SUR SUIPPE 	49.416667	3.95
 Condren 	CONDREN   	49.616667	3.283333
 Connigis 	CONNIGIS   	49.033333	3.533333
 Contescourt 	CONTESCOURT   	49.8	3.233333
 Corbeny 	CORBENY   	49.466667	3.816667
 Corcy 	CORCY   	49.25	3.216667
 Coucy-lès-Eppes 	COUCY LES EPPES 	49.55	3.766667
 Coucy-la-Ville 	COUCY LA VILLE 	49.533333	3.333333
 Coupru 	COUPRU   	49.033333	3.266667
 Courbes 	COURBES   	49.683333	3.45
 Courboin 	COURBOIN   	49	3.5
 Courchamps 	COURCHAMPS   	49.116667	3.266667
 Courmelles 	COURMELLES   	49.35	3.316667
 Courmont 	COURMONT   	49.15	3.566667
 Courtemont-Varennes 	COURTEMONT VARENNES  	49.066667	3.55
 Courtrizy-et-Fussigny 	COURTRIZY ET FUSSIGNY 	49.516667	3.8
 Couvrelles 	COUVRELLES   	49.35	3.483333
 Couvron-et-Aumencourt 	COUVRON ET AUMENCOURT 	49.65	3.516667
 Coyolles 	COYOLLES   	49.233333	3.05
 Cramaille 	CRAMAILLE   	49.233333	3.45
 Craonne 	CRAONNE   	49.433333	3.783333
 Craonnelle 	CRAONNELLE   	49.433333	3.766667
 Crécy-au-Mont 	CRECY AU MONT 	49.483333	3.316667
 Crécy-sur-Serre 	CRECY SUR SERRE 	49.7	3.616667
 Crézancy 	CREZANCY   	49.05	3.5
 Croix-Fonsommes 	CROIX FONSOMMES  	49.916667	3.4
 La Croix-sur-Ourcq 	LA CROIX SUR OURCQ	49.166667	3.35
 Crouy 	CROUY   	49.4	3.366667
 Crupilly 	CRUPILLY   	49.916667	3.75
 Cuffies 	CUFFIES   	49.416667	3.316667
 Cugny 	CUGNY   	49.7	3.15
 Cugny-lès-Crouttes 	CUGNY LES CROUTTES 	49.2	3.383333
 Cuirieux 	CUIRIEUX   	49.683333	3.816667
 Cuiry-Housse 	CUIRY HOUSSE  	49.3	3.483333
 Cuiry-lès-Chaudardes 	CUIRY LES CHAUDARDES 	49.383333	3.766667
 Cuissy-et-Geny 	CUISSY ET GENY 	49.416667	3.7
 Cuisy-en-Almont 	CUISY EN ALMONT 	49.416667	3.25
 Cutry 	CUTRY   	49.35	3.183333
 Cys-la-Commune 	CYS LA COMMUNE 	49.4	3.566667
 Dagny-Lambercy 	DAGNY LAMBERCY  	49.766667	4.033333
 Dallon 	DALLON   	49.816667	3.233333
 Dammard 	DAMMARD   	49.15	3.2
 Dampleux 	DAMPLEUX   	49.25	3.15
 Danizy 	DANIZY   	49.65	3.383333
 Dercy 	DERCY   	49.7	3.683333
 Deuillet 	DEUILLET   	49.633333	3.35
 Dhuizel 	DHUIZEL   	49.366667	3.616667
 Dizy-le-Gros 	DIZY LE GROS 	49.633333	4.016667
 Dohis 	DOHIS   	49.75	4.133333
 Dolignon 	DOLIGNON   	49.716667	4.083333
 Dommiers 	DOMMIERS   	49.333333	3.216667
 Domptin 	DOMPTIN   	49.016667	3.283333
 Dorengt 	DORENGT   	49.966667	3.683333
 Douchy 	DOUCHY   	49.766667	3.116667
 Dravegny 	DRAVEGNY   	49.233333	3.633333
 Droizy 	DROIZY   	49.283333	3.383333
 Ébouleau 	EBOULEAU   	49.666667	3.866667
 Effry 	EFFRY   	49.933333	4
 Englancourt 	ENGLANCOURT   	49.916667	3.8
 Épagny 	EPAGNY   	49.466667	3.25
 Éparcy 	EPARCY   	49.866667	4.066667
 Épaux-Bézu 	EPAUX BEZU  	49.1	3.35
 Épieds 	EPIEDS   	49.1	3.45
 L'Épine-aux-Bois 	L EPINE AUX BOIS	48.883333	3.45
 Eppes 	EPPES   	49.55	3.733333
 Erlon 	ERLON   	49.716667	3.716667
 Erloy 	ERLOY   	49.9	3.816667
 Escaufourt 	ESCAUFOURT   	50.05	3.483333
 Esquéhéries 	ESQUEHERIES   	49.983333	3.75
 Essigny-le-Grand 	ESSIGNY LE GRAND 	49.766667	3.283333
 Essigny-le-Petit 	ESSIGNY LE PETIT 	49.9	3.366667
 Essises 	ESSISES   	48.966667	3.416667
 Essômes-sur-Marne 	ESSOMES SUR MARNE 	49.033333	3.366667
 Estrées 	ESTREES   	49.966667	3.283333
 Étampes-sur-Marne 	ETAMPES SUR MARNE 	49.033333	3.416667
 Étaves-et-Bocquiaux 	ETAVES ET BOCQUIAUX 	49.933333	3.45
 Étouvelles 	ETOUVELLES   	49.533333	3.583333
 Étréaupont 	ETREAUPONT   	49.9	3.916667
 Étreillers 	ETREILLERS   	49.816667	3.15
 Étrépilly 	ETREPILLY   	49.083333	3.333333
 Etreux 	ETREUX   	49.983333	3.65
 Évergnicourt 	EVERGNICOURT   	49.433333	4.033333
 Fargniers 	FARGNIERS   	49.65	3.316667
 Faucoucourt 	FAUCOUCOURT   	49.533333	3.466667
 Fayet 	FAYET   	49.866667	3.25
 La Fère 	LA FERE  	49.666667	3.366667
 Fère-en-Tardenois 	FERE EN TARDENOIS 	49.2	3.516667
 La Ferté-Chevresis 	LA FERTE CHEVRESIS 	49.733333	3.566667
 La Ferté-Milon 	LA FERTE MILON 	49.166667	3.116667
 Festieux 	FESTIEUX   	49.516667	3.75
 Fieulaine 	FIEULAINE   	49.883333	3.45
 Filain 	FILAIN   	49.466667	3.55
 La Flamengrie 	LA FLAMENGRIE  	50	3.916667
 Flavy-le-Martel 	FLAVY LE MARTEL 	49.716667	3.2
 Fluquières 	FLUQUIERES   	49.8	3.15
 Folembray 	FOLEMBRAY   	49.55	3.283333
 Fonsommes 	FONSOMMES   	49.9	3.4
 Fontaine-lès-Clercs 	FONTAINE LES CLERCS 	49.8	3.216667
 Fontaine-lès-Vervins 	FONTAINE LES VERVINS 	49.85	3.9
 Fontaine-Notre-Dame 	FONTAINE NOTRE DAME 	49.883333	3.433333
 Fontaine-Uterte 	FONTAINE UTERTE  	49.916667	3.366667
 Fontenelle 	FONTENELLE   	50.033333	3.866667
 Fontenelle-en-Brie 	FONTENELLE EN BRIE 	48.916667	3.483333
 Fontenoy 	FONTENOY   	49.416667	3.2
 Foreste 	FORESTE   	49.816667	3.1
 Fossoy 	FOSSOY   	49.05	3.483333
 Fourdrain 	FOURDRAIN   	49.6	3.466667
 Francilly-Selency 	FRANCILLY SELENCY  	49.85	3.233333
 Fresnes-en-Tardenois 	FRESNES EN TARDENOIS 	49.15	3.55
 Fresnoy-le-Grand 	FRESNOY LE GRAND 	49.95	3.416667
 Fressancourt 	FRESSANCOURT   	49.616667	3.416667
 Frières-Faillouël 	FRIERES FAILLOUEL  	49.666667	3.25
 Froidestrées 	FROIDESTREES   	49.933333	3.9
 Froidmont-Cohartille 	FROIDMONT COHARTILLE  	49.683333	3.7
 Gandelu 	GANDELU   	49.1	3.183333
 Gauchy 	GAUCHY   	49.816667	3.266667
 Gercy 	GERCY   	49.816667	3.866667
 Gergny 	GERGNY   	49.916667	3.916667
 Germaine 	GERMAINE   	49.783333	3.116667
 Gernicourt 	GERNICOURT   	49.4	3.866667
 Gibercourt 	GIBERCOURT   	49.733333	3.283333
 Gizy 	GIZY   	49.6	3.766667
 Gland 	GLAND   	49.05	3.466667
 Glennes 	GLENNES   	49.35	3.716667
 Goussancourt 	GOUSSANCOURT   	49.166667	3.666667
 Grandlup-et-Fay 	GRANDLUP ET FAY 	49.666667	3.733333
 Grandrieux 	GRANDRIEUX   	49.733333	4.183333
 Gricourt 	GRICOURT   	49.883333	3.25
 Grisolles 	GRISOLLES   	49.15	3.35
 Gronard 	GRONARD   	49.783333	3.883333
 Grougis 	GROUGIS   	49.933333	3.533333
 Grugies 	GRUGIES   	49.8	3.266667
 Guignicourt 	GUIGNICOURT   	49.433333	3.966667
 Guise 	GUISE   	49.9	3.633333
 Guivry 	GUIVRY   	49.65	3.116667
 Guny 	GUNY   	49.516667	3.266667
 Guyencourt 	GUYENCOURT   	49.35	3.833333
 Hannapes 	HANNAPES   	49.966667	3.616667
 Happencourt 	HAPPENCOURT   	49.783333	3.183333
 Haramont 	HARAMONT   	49.283333	3.05
 Harcigny 	HARCIGNY   	49.8	3.983333
 Harly 	HARLY   	49.833333	3.316667
 Hartennes-et-Taux 	HARTENNES ET TAUX 	49.266667	3.35
 Hary 	HARY   	49.783333	3.933333
 Le Haucourt 	LE HAUCOURT  	49.916667	3.283333
 Hautevesnes 	HAUTEVESNES   	49.116667	3.233333
 Hauteville 	HAUTEVILLE   	49.866667	3.516667
 Haution 	HAUTION   	49.85	3.833333
 La Hérie 	LA HERIE  	49.883333	4.05
 Le Hérie-la-Viéville 	LE HERIE LA VIEVILLE	49.816667	3.633333
 Hinacourt 	HINACOURT   	49.733333	3.283333
 Hirson 	HIRSON   	49.916667	4.083333
 Holnon 	HOLNON   	49.866667	3.216667
 Homblières 	HOMBLIERES   	49.85	3.366667
 Houry 	HOURY   	49.783333	3.85
 Housset 	HOUSSET   	49.783333	3.7
 Iron 	IRON   	49.95	3.666667
 Itancourt 	ITANCOURT   	49.8	3.35
 Iviers 	IVIERS   	49.783333	4.133333
 Jaulgonne 	JAULGONNE   	49.083333	3.533333
 Jeancourt 	JEANCOURT   	49.933333	3.15
 Jeantes 	JEANTES   	49.8	4.05
 Joncourt 	JONCOURT   	49.95	3.3
 Jouaignes 	JOUAIGNES   	49.3	3.5
 Jouy 	JOUY   	49.45	3.5
 Jumencourt 	JUMENCOURT   	49.516667	3.35
 Jumigny 	JUMIGNY   	49.416667	3.716667
 Jussy 	JUSSY   	49.716667	3.233333
 Juvigny 	JUVIGNY   	49.45	3.316667
 Juvincourt-et-Damary 	JUVINCOURT ET DAMARY 	49.45	3.9
 Laffaux 	LAFFAUX   	49.45	3.416667
 Laigny 	LAIGNY   	49.85	3.866667
 Lanchy 	LANCHY   	49.833333	3.083333
 Landifay-et-Bertaignemont 	LANDIFAY ET BERTAIGNEMONT 	49.816667	3.6
 Landouzy-la-Cour 	LANDOUZY LA COUR 	49.85	3.983333
 Landouzy-la-Ville 	LANDOUZY LA VILLE 	49.866667	4.05
 Landricourt 	LANDRICOURT   	49.5	3.366667
 Laniscourt 	LANISCOURT   	49.55	3.55
 Laon 	LAON   	49.566667	3.616667
 Lappion 	LAPPION   	49.616667	3.966667
 Largny-sur-Automne 	LARGNY SUR AUTOMNE 	49.266667	3.05
 Latilly 	LATILLY   	49.15	3.316667
 Launoy 	LAUNOY   	49.266667	3.4
 Laval-en-Laonnois 	LAVAL EN LAONNOIS 	49.5	3.6
 Lavaqueresse 	LAVAQUERESSE   	49.95	3.708333
 Laversine 	LAVERSINE   	49.35	3.166667
 Lemé 	LEME   	49.833333	3.766667
 Lempire 	LEMPIRE   	49.983333	3.166667
 Lerzy 	LERZY   	49.933333	3.866667
 Leschelles 	LESCHELLES   	49.966667	3.766667
 Lesdins 	LESDINS   	49.9	3.333333
 Lesges 	LESGES   	49.3	3.5
 Lesquielles-Saint-Germain 	LESQUIELLES SAINT GERMAIN 	49.933333	3.616667
 Leuilly-sous-Coucy 	LEUILLY SOUS COUCY 	49.483333	3.333333
 Leury 	LEURY   	49.433333	3.333333
 Leuze 	LEUZE   	49.85	4.15
 Levergies 	LEVERGIES   	49.933333	3.316667
 Lhuys 	LHUYS   	49.283333	3.55
 Licy-Clignon 	LICY CLIGNON  	49.1	3.266667
 Lierval 	LIERVAL   	49.483333	3.616667
 Liez 	LIEZ   	49.683333	3.283333
 Limé 	LIME   	49.316667	3.55
 Lislet 	LISLET   	49.683333	4.016667
 Lizy 	LIZY   	49.516667	3.466667
 Logny-lès-Aubenton 	LOGNY LES AUBENTON 	49.833333	4.2
 Lombray 	LOMBRAY   	49.516667	3.116667
 Longchamps 	LONGCHAMPS   	49.916667	3.566667
 Longpont 	LONGPONT   	49.266667	3.216667
 Lor 	LOR   	49.533333	4.05
 Louâtre 	LOUATRE   	49.25	3.25
 Loupeigne 	LOUPEIGNE   	49.25	3.533333
 Lucy-le-Bocage 	LUCY LE BOCAGE 	49.05	3.283333
 Lugny 	LUGNY   	49.783333	3.816667
 Luzoir 	LUZOIR   	49.933333	3.966667
 Ly-Fontaine 	LY FONTAINE  	49.716667	3.3
 Maast-et-Violaine 	MAAST ET VIOLAINE 	49.283333	3.45
 Mâchecourt 	MACHECOURT   	49.658333	3.841667
 Macogny 	MACOGNY   	49.166667	3.233333
 Macquigny 	MACQUIGNY   	49.883333	3.55
 Magny-la-Fosse 	MAGNY LA FOSSE 	49.933333	3.283333
 Maissemy 	MAISSEMY   	49.883333	3.2
 Maizy 	MAIZY   	49.383333	3.733333
 La Malmaison 	LA MALMAISON  	49.516667	3.983333
 Malzy 	MALZY   	49.9	3.733333
 Manicamp 	MANICAMP   	49.566667	3.166667
 Marchais 	MARCHAIS   	49.583333	3.816667
 Marchais-en-Brie 	MARCHAIS EN BRIE 	48.883333	3.483333
 Marcy 	MARCY   	49.833333	3.4
 Marcy-sous-Marle 	MARCY SOUS MARLE 	49.733333	3.733333
 Marest-Dampcourt 	MAREST DAMPCOURT  	49.6	3.15
 Mareuil-en-Dôle 	MAREUIL EN DOLE 	49.25	3.55
 Marfontaine 	MARFONTAINE   	49.8	3.783333
 Margival 	MARGIVAL   	49.433333	3.4
 Marigny-en-Orxois 	MARIGNY EN ORXOIS 	49.066667	3.216667
 Marizy-Sainte-Geneviève 	MARIZY SAINTE GENEVIEVE 	49.183333	3.2
 Marizy-Saint-Mard 	MARIZY SAINT MARD 	49.183333	3.216667
 Marle 	MARLE   	49.733333	3.766667
 Marly-Gomont 	MARLY GOMONT  	49.9	3.8
 Martigny 	MARTIGNY   	49.866667	4.133333
 Martigny-Courpierre 	MARTIGNY COURPIERRE  	49.483333	3.683333
 Mauregny-en-Haye 	MAUREGNY EN HAYE 	49.533333	3.8
 Mayot 	MAYOT   	49.7	3.383333
 Mennessis 	MENNESSIS   	49.7	3.266667
 Menneville 	MENNEVILLE   	49.416667	4
 Mennevret 	MENNEVRET   	49.983333	3.55
 Mercin-et-Vaux 	MERCIN ET VAUX 	49.383333	3.283333
 Merlieux-et-Fouquerolles 	MERLIEUX ET FOUQUEROLLES 	49.516667	3.5
 Merval 	MERVAL   	49.35	3.7
 Mesbrecourt-Richecourt 	MESBRECOURT RICHECOURT  	49.7	3.55
 Mesnil-Saint-Laurent 	MESNIL SAINT LAURENT 	49.833333	3.35
 Meurival 	MEURIVAL   	49.35	3.766667
 Mézières-sur-Oise 	MEZIERES SUR OISE 	49.766667	3.4
 Mézy-Moulins 	MEZY MOULINS  	49.066667	3.5
 Missy-aux-Bois 	MISSY AUX BOIS 	49.333333	3.25
 Missy-lès-Pierrepont 	MISSY LES PIERREPONT 	49.633333	3.8
 Missy-sur-Aisne 	MISSY SUR AISNE 	49.383333	3.433333
 Molain 	MOLAIN   	50.016667	3.516667
 Molinchart 	MOLINCHART   	49.566667	3.533333
 Monampteuil 	MONAMPTEUIL   	49.483333	3.566667
 Monceau-lès-Leups 	MONCEAU LES LEUPS 	49.666667	3.483333
 Monceau-le-Waast 	MONCEAU LE WAAST 	49.616667	3.7
 Monceau-sur-Oise 	MONCEAU SUR OISE 	49.9	3.7
 Mondrepuis 	MONDREPUIS   	49.966667	4.066667
 Monnes 	MONNES   	49.15	3.216667
 Montaigu 	MONTAIGU   	49.533333	3.833333
 Montbavin 	MONTBAVIN   	49.533333	3.516667
 Montbrehain 	MONTBREHAIN   	49.966667	3.35
 Montchâlons 	MONTCHALONS   	49.516667	3.733333
 Mont-d'Origny 	MONT D ORIGNY 	49.833333	3.483333
 Montfaucon 	MONTFAUCON   	48.95	3.45
 Montgobert 	MONTGOBERT   	49.3	3.15
 Montgru-Saint-Hilaire 	MONTGRU SAINT HILAIRE 	49.183333	3.333333
 Monthenault 	MONTHENAULT   	49.483333	3.666667
 Monthiers 	MONTHIERS   	49.1	3.3
 Monthurel 	MONTHUREL   	49.016667	3.55
 Montigny-en-Arrouaise 	MONTIGNY EN ARROUAISE 	49.9	3.483333
 Montigny-l'Allier 	MONTIGNY L ALLIER 	49.116667	3.1
 Montigny-le-Franc 	MONTIGNY LE FRANC 	49.683333	3.916667
 Montigny-Lengrain 	MONTIGNY LENGRAIN  	49.366667	3.1
 Montigny-lès-Condé 	MONTIGNY LES CONDE 	48.983333	3.566667
 Montigny-sous-Marle 	MONTIGNY SOUS MARLE 	49.75	3.8
 Montigny-sur-Crécy 	MONTIGNY SUR CRECY 	49.716667	3.583333
 Montlevon 	MONTLEVON   	48.966667	3.533333
 Montloué 	MONTLOUE   	49.666667	4.066667
 Mont-Notre-Dame 	MONT NOTRE DAME 	49.3	3.583333
 Montreuil-aux-Lions 	MONTREUIL AUX LIONS 	49.016667	3.2
 Mont-Saint-Jean 	MONT SAINT JEAN 	49.783333	4.2
 Mont-Saint-Martin 	MONT SAINT MARTIN 	49.283333	3.633333
 Mont-Saint-Père 	MONT SAINT PERE 	49.066667	3.483333
Morcourt	   	49.866667	3.316667
 Morgny-en-Thiérache 	MORGNY EN THIERACHE 	49.766667	4.066667
 Morsain 	MORSAIN   	49.45	3.183333
 Mortiers 	MORTIERS   	49.683333	3.666667
 Moulins 	MOULINS   	49.416667	3.683333
 Moussy-Verneuil 	MOUSSY VERNEUIL  	49.416667	3.633333
 Moy-de-l'Aisne 	MOY DE L AISNE	49.75	3.366667
 Muret-et-Crouttes 	MURET ET CROUTTES 	49.283333	3.416667
 Muscourt 	MUSCOURT   	49.366667	3.75
 Nampcelles-la-Cour 	NAMPCELLES LA COUR 	49.783333	4
 Nampteuil-sous-Muret 	NAMPTEUIL SOUS MURET 	49.3	3.416667
 Nanteuil-la-Fosse 	NANTEUIL LA FOSSE 	49.433333	3.45
 Nanteuil-Notre-Dame 	NANTEUIL NOTRE DAME 	49.2	3.4
 Nauroy 	NAUROY   	49.95	3.25
 Nesles-la-Montagne 	NESLES LA MONTAGNE 	49.016667	3.416667
 Neufchâtel-sur-Aisne 	NEUFCHATEL SUR AISNE 	49.433333	4.033333
 Neuflieux 	NEUFLIEUX   	49.6	3.166667
 Neuilly-Saint-Front 	NEUILLY SAINT FRONT 	49.166667	3.266667
 Neuve-Maison 	NEUVE MAISON  	49.933333	4.033333
 La Neuville-Bosmont 	LA NEUVILLE BOSMONT 	49.716667	3.85
 La Neuville-en-Beine 	LA NEUVILLE EN BEINE	49.683333	3.15
 La Neuville-Housset 	LA NEUVILLE HOUSSET 	49.783333	3.716667
